Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
191	1.5833	798.52	556.82	1407.3	954.76	682.42	1352.4	750.4	652.46	278.37	801.92	646.78	1554.7	702.45	646.95	961.89	525.59	846.13	1227.8	907.07	697.61	1634.6	657.73	877.53	945.85	542.65	842.31	1103.8	872.53	750.32	889.16	706.95	554.02	281.17	915.72	823.22	532.04	747.6	671.64	132.05	842.31	777.98	440.55	774.59	736.91	1426.5	886.45	835.69	733.6	822.79	670.46	104.73	648.65	783.67	1360.3	690.4	833.49	1038.2	570.14	875.24	1016	670.12	351.86	140.03	811.85	464.82	1306.5	858.52	516.08	1533.2	768.82	479.42	960.11	1086.1	434.69	1084.3	988.54	595.35	1634.3	1185.9	731.14	1146.7	1156.1	588.47	1103.1	976.24	505.81	867.69	560.89	358.31	115.34	837.05	424.25	448.95	741.15	386.91	37.851	747.09	366.46	273.19	955.19	471.95	1401.1	907.49	451.24	587.46	791.05	475.09	32.504	1011.9	423.41	1321.7	1144.4	636.09	1189.2	1166.5	664.52	1063.3	1002	705.42	1168.2	744.97	529.15	1223
192	1.5917	819.4	571.42	1414.7	974.54	698.63	1361	790.71	677.25	263.09	820.42	663.5	1562.2	724.52	661.72	970.46	542.14	858.61	1242.1	925.06	714.16	1642.9	673.34	890.35	958.41	558.26	854.37	1117.6	894.59	765.34	898.92	747.01	579.05	258.85	937.28	838.83	535.77	799.71	700.33	118.05	869.73	796.4	437.07	794.11	750.4	1435.1	909.87	850.46	743.78	877.79	701.09	97.513	667.32	796.49	1371.8	706.53	848	1051.7	585.16	887.46	1029.4	676.82	356.7	151.23	834.85	479.33	1314.9	876.6	532.46	1541.4	791.56	495.88	968.26	1111.3	454.13	1098	1006.4	611.3	1643.2	1198.3	752.78	1169.1	1175.8	610.2	1120.9	997.96	521.43	874.9	568.11	364.51	129.42	846.22	430.03	459.56	742.68	389.12	40.567	753.71	371.13	284.73	976.24	488.75	1413.1	921.5	461.85	595.6	791.22	475.43	32.335	1034.5	440.97	1334.3	1160.6	654.33	1208	1182.1	688.53	1083.3	1022.5	721.55	1177.2	767.55	543.07	1230.8
193	1.6000	840.11	586.27	1422.6	994.06	715.01	1369.4	830.6	702.88	248.41	838.5	680.73	1569.6	746.58	676.91	979.04	559.45	871	1255.2	942.97	730.37	1650.9	689.55	903.59	970.55	574.9	866.5	1130	916.49	780.53	908.34	788.25	605.02	236.53	958.16	853.26	537.47	852.67	730.37	104.9	896.54	814.65	432.83	813.8	764.07	1444.1	932.95	865.14	752.61	933.04	731.9	92.082	686.75	810.15	1383.1	723.24	861.92	1064.4	600.78	899.09	1041.8	685.14	362.56	161.93	857.84	493.59	1323	894.85	548.76	1549.7	815.16	512.43	976.49	1136.4	472.21	1111.3	1024	627.51	1651.7	1210	773.49	1189.3	1194.3	631.08	1137.9	1019.8	537.89	882.2	576.25	372.32	144.11	856.15	435.8	471.19	744.21	391.58	43.877	761.27	376.3	296.27	996.52	505.64	1424.9	936.6	471.95	604.6	791.56	475.94	31.571	1056.5	458.2	1347	1176.5	671.64	1225.8	1196.4	710.85	1102	1042.1	737.59	1186.4	790.29	556.65	1238.9
194	1.6083	860.73	601.29	1430.4	1013.6	731.31	1378	870.66	729.52	234.15	856.57	697.11	1576.7	769.58	692.44	987.01	577.02	883.14	1267.3	960.96	746.58	1658.3	706.7	916.91	982.26	592.38	879.23	1141.6	939.15	796.66	917.51	829.84	632.1	214.46	978.44	866.42	537.72	905.8	760.84	93.1	923.02	832.72	427.82	833.4	778.41	1452.9	956.38	879.83	760.59	987.86	762.71	88.432	706.61	823.73	1393.7	740.3	876.01	1076.3	617.75	910.72	1053	693.54	368.75	172.71	879.83	508.44	1331.3	913.35	565.14	1557.7	838.58	528.73	984.72	1161	489.69	1124.2	1041.8	644.06	1660.2	1221.3	793.09	1208	1211.8	651.02	1154.2	1042	554.36	889.5	585.08	380.63	158.7	866.67	441.74	482.73	746.58	394.3	48.714	769.41	381.99	308.07	1016.4	522.7	1436.1	952.56	482.22	613.76	792.24	477.13	30.468	1078.7	475.43	1359.9	1192.4	688.11	1242.2	1210.8	731.99	1119.5	1061.7	753.03	1195	812.95	570.06	1247
195	1.6167	880.84	616.14	1437.5	1033	747.09	1386.1	911.48	756.85	220.23	874.73	712.98	1583	792.41	707.97	994.57	594.84	895.87	1278.2	978.61	763.3	1664.9	725.03	929.98	993.29	610.71	892.05	1152.3	961.89	813.12	926.16	871.68	660.19	193.24	997.88	879.23	536.96	958.75	791.73	82.746	949.42	850.97	422.05	853.6	792.67	1461.2	979.12	894.42	767.38	1041.2	793.43	85.717	726.47	837.05	1403.7	758.29	890.35	1087.5	635.83	922.6	1063.4	701.94	374.95	184.67	901.64	523.55	1339.6	931.26	581.43	1564.9	862.09	544.68	993.04	1185.3	506.58	1136.9	1059.3	660.61	1667.9	1232.8	811.68	1225.2	1229.7	669.95	1169.6	1064.4	570.57	897.05	593.91	388.36	173.81	877.79	449.12	493.68	750.23	396.08	55.249	777.73	388.44	320.29	1036	539.76	1446.4	969.45	492.74	622.68	793.77	478.06	29.279	1100	492.32	1372.2	1208.8	704.91	1256.6	1225.2	752.1	1135.9	1082	769.92	1203.6	834.93	583.81	1254.7
196	1.6250	900.79	630.74	1444.5	1052.4	762.62	1393.8	952.39	783.84	207.08	892.81	729.27	1589.2	814.9	723.67	1002	612.83	908.43	1287.4	996.09	779.85	1670.6	744.97	943.39	1004.2	629.72	904.52	1162.2	983.79	829.16	934.06	914.45	688.7	173.05	1016.9	891.88	535.35	1011.1	822.88	74.09	975.64	868.96	415.43	873.72	806.58	1469.1	1000	908.43	772.21	1092.9	823.81	84.359	746.16	850.55	1413.2	777.9	904.95	1098.5	654.76	934.9	1073	709.84	380.8	197.49	923.36	538.15	1347.5	949.42	597.39	1571.4	885.68	560.47	1001.1	1209.2	522.53	1149	1076.8	677.59	1674.4	1244.8	829.07	1240.9	1247.9	688.02	1183.8	1087.1	586.95	904.44	602.65	395.99	189.51	890.18	458.2	503.69	754.14	397.01	64.245	786.56	395.99	332.68	1054.9	556.56	1456	986.59	503.52	630.4	796.4	476.11	27.667	1120.3	508.7	1383.7	1225.6	722.31	1271.7	1239.4	770.52	1150.7	1102.3	786.73	1211.6	857.17	598.06	1261.8
197	1.6333	920.73	645.34	1451	1072.1	778.41	1400.7	993.12	810.74	195.2	911.23	745.06	1594.2	837.65	738.94	1009.2	631.5	921.07	1295.6	1013.7	796.66	1675.5	766.44	957.31	1013.9	649.58	917.17	1170.7	1005.6	845.28	941.19	958.16	717.9	154.21	1035.6	904.61	533.31	1062	854.7	67.215	1001.6	886.36	408.38	894	820.08	1476.9	1020.1	922.51	775.52	1142.7	854.87	85.038	765.93	864.21	1422	799.03	918.86	1109.1	675.04	948.23	1082	717.05	386.91	211.15	944.41	552.58	1354.6	967.32	612.83	1577.4	909.61	576.34	1008.2	1232.7	537.81	1161.1	1094.6	694.47	1680.2	1257.5	845.71	1254.9	1265.6	705.25	1196.6	1109.6	603.07	911.06	610.79	404.74	205.72	904.44	468.56	512.43	757.79	396.25	76.466	796.66	404.14	345.07	1073.4	573.03	1464.9	1004.2	515.32	637.02	800.05	470.34	24.951	1140.1	525.25	1394.2	1243	738.94	1285.3	1253.8	787.91	1164.1	1122.8	803.61	1219.2	879.49	612.83	1268
198	1.6417	940.51	659.85	1456.6	1091.9	794.02	1406.4	1033.7	838.66	184.25	929.47	760.16	1598.2	860.73	753.46	1015.9	650.85	934.4	1303.1	1031.7	813.29	1679.5	789.36	971.23	1022.7	670.12	930.24	1177.8	1027.2	861.49	947.55	1001.6	748.28	136.55	1054.3	916.83	530.17	1111.3	887.12	62.293	1026.7	903.42	401.43	914.11	833.83	1484.3	1039.8	936.43	777.05	1190.8	887.72	87.074	785.79	877.87	1429.9	821.01	931.6	1118.6	697.11	962.4	1090	723.41	393.36	226.17	964.95	567.68	1360.3	985.83	628.7	1582.9	933.38	592.63	1014.1	1256	552.83	1172.5	1112.7	711.28	1685.5	1269.9	861.75	1267	1283.3	721.89	1207.8	1132.1	619.03	916.74	617.92	415.34	222.35	920.73	479.93	520.33	761.6	393.02	91.657	807.86	412.37	357.8	1091.6	589.49	1472.7	1022.7	527.62	643.04	805.99	460.07	33.947	1159.2	541.37	1403.6	1260.5	754.65	1296.9	1268.9	804.38	1175.6	1143.3	821.01	1226.9	901.13	628.28	1274
199	1.6500	959.52	674.11	1461.6	1111.4	809.22	1411.3	1073.5	867.1	174.32	947.64	775.52	1601.9	883.64	767.88	1021.6	671.05	948.14	1309.6	1049.3	829.67	1682.7	813.97	985.23	1031.6	691.5	944.24	1184.3	1049.1	878.04	952.56	1044.8	778.83	120.6	1072.6	928.62	526.35	1158.6	919.8	59.068	1051.8	920.31	394.55	934.31	847.75	1490.9	1059	950.01	777.47	1236.7	921.24	89.96	805.48	891.71	1436.9	843.16	944.83	1126.5	720.44	976.74	1096.7	729.95	399.98	243.06	985.49	582.87	1365	1004.2	644.49	1587.7	957.14	608.59	1019.3	1278.5	567.09	1182.6	1130.7	727.91	1689.8	1282.5	877.45	1276.9	1301.5	737.67	1217.5	1154.2	635.07	921.67	624.71	426.89	239.33	938.38	491.64	527.62	766.27	389.71	108.72	819.65	421.37	369.94	1109.6	605.79	1479.2	1042.4	540.01	648.31	812.36	450.56	45.574	1177.9	557.16	1411.9	1276.8	770.18	1306.5	1284.7	820.08	1185	1163.9	835.35	1231.3	922.09	643.55	1278.8
200	1.6583	978.02	688.79	1465.7	1130.7	824.66	1415	1112.2	894.93	166.09	965.37	791.73	1604.8	906.73	783.42	1026.7	691.5	961.72	1314.3	1066.8	846.13	1685.4	838.92	999.57	1039	713.4	958.16	1189.2	1071.2	895.36	956.38	1088.4	808.37	107.61	1090.8	940.25	521.68	1204.4	953.32	58.474	1077.4	937.54	387.76	954.17	861.15	1496.1	1077.7	963.93	776.97	1280	954.85	94.203	825.09	905.54	1443.2	865.65	958.58	1133.6	744.29	991.34	1102.3	737.42	406.86	260.54	1005.7	597.39	1369	1022.5	660.19	1591.6	981.67	623.44	1024.1	1300.3	580.84	1191	1148.8	744.8	1693.2	1295.4	892.64	1285.1	1319.6	752.61	1225.2	1176.5	651.53	925.99	632.61	438.43	256.39	957.06	503.52	534.33	771.03	388.44	126.28	831.45	431.13	382.5	1127.5	622.08	1484.8	1062.5	552.83	652.46	818.21	442.76	58.644	1196.6	573.03	1419.3	1293.4	785.03	1314	1300.9	834.68	1192.1	1183.9	852.75	1237.6	943.31	658.66	1282.2
201	1.6667	996.94	703.64	1468.7	1150.3	840.11	1417.4	1150.6	922.51	159.89	983.36	807.6	1606.7	929.22	799.54	1027	712.21	975.05	1317.7	1084.4	862.34	1687.5	864.13	1014.4	1044.9	735.47	971.74	1192.6	1093.9	913.18	958.58	1131.6	838.16	96.495	1109.1	951.62	516.08	1248.6	987.52	61.105	1102.5	954.42	381.99	974.11	874.9	1500.5	1096.3	978.19	774.93	1320.5	988.37	100.4	845.11	919.29	1448.2	888.91	972.93	1140.3	768.39	1006.6	1107	745.73	414.41	277.6	1025.5	611.73	1371.6	1040.8	675.8	1594.5	1006.4	637.87	1028.2	1321.5	594.16	1198.1	1166.8	761.35	1696.1	1308.3	905.37	1288.3	1337.8	766.44	1230.4	1198.6	667.57	929.56	641.69	449.46	273.78	975.73	515.4	540.69	775.95	389.29	143.51	843.42	441.06	395.74	1145	638.46	1489	1083.5	566.24	656.37	823.73	437.83	72.392	1215	588.64	1425.4	1311	799.71	1319	1317.3	848.17	1196.8	1204.4	868.96	1241.8	964.78	673.43	1284.7
202	1.6750	1015.6	718.07	1471.1	1169.8	855.47	1419.6	1187.6	949.93	155.82	1001.4	822.71	1608.1	951.79	814.99	1028.5	732.75	988.12	1320	1101.9	878.55	1689	890.35	1029.9	1050.5	758.46	985.83	1195.4	1117.1	931.09	959.52	1172.5	868.28	86.65	1127.4	962.49	510.31	1289.1	1021.4	66.027	1127	970.8	376.73	994.14	888.99	1504.2	1114.4	992.11	771.19	1358.1	1021.4	109.31	865.31	933.29	1452.2	912.67	987.18	1146.3	793.09	1021.7	1110.4	754.98	422.81	294.49	1044.8	626.83	1373.2	1059.8	691.5	1596.8	1030.2	653.48	1030.6	1341.8	606.64	1203.6	1185.1	778.15	1698.8	1323.9	920.05	1290.2	1356.4	780.28	1233.8	1220.7	683.27	931.93	651.96	460.24	291.18	994.74	527.71	547.14	781.97	392.26	160.4	856.4	450.99	409.57	1162.9	654.33	1492	1105.2	579.82	660.19	829.07	436.82	86.226	1233.1	604.09	1429.9	1328.7	813.97	1321.5	1334.5	860.99	1198.8	1225.2	884.75	1243.2	985.66	688.62	1286.4
203	1.6833	1034.1	733.17	1472.4	1189.2	870.66	1421.7	1221.8	976.24	153.36	1019.4	837.65	1609.2	973.77	829.92	1029.7	753.63	1001.4	1321.2	1119.6	894.68	1690.1	917.25	1045.3	1055.2	782.23	1000.3	1197.2	1139.4	948.23	957.82	1211.4	897.48	79.267	1145.9	973.27	504.62	1326	1054.1	72.647	1151.4	986.17	371.21	1014.1	903.42	1507.5	1132.4	1005.7	766.78	1392.3	1053.6	119.75	885.34	947.64	1455.1	937.2	1001.7	1151.2	818.3	1036.6	1113	765.59	431.64	311.04	1064.3	643.13	1373.3	1079.2	706.53	1599	1053.1	669.35	1032.2	1361.5	618.52	1207.6	1203.9	795.21	1700.8	1341.6	934.74	1289.7	1375.6	793.18	1235.3	1243.4	699.06	933.63	663.33	470.68	308.41	1014.5	540.69	553.51	789.1	397.18	176.61	870.32	461.43	423.32	1180.8	669.61	1494.1	1127	593.31	663.5	835.1	439.11	99.974	1251.3	619.37	1432.7	1348.2	827.55	1321.9	1352.3	872.7	1198.2	1245.8	901.81	1244.5	1006.4	704.83	1287
204	1.6917	1053	748.03	1472.7	1208.5	885.68	1422.5	1254.3	1000.9	152.08	1037.8	852.5	1609.9	996.09	845.79	1030.3	774.84	1015.1	1321.1	1137.5	910.97	1690.2	944.5	1061.1	1058.7	806.41	1014.8	1197.8	1161.1	964.61	954.51	1249.4	925.48	74.09	1164.6	984.3	499.7	1359.9	1085.3	80.37	1174.6	1000.8	366.63	1034.1	918.19	1509.5	1150.6	1018.8	761.69	1423.6	1084	130.27	905.46	961.98	1456.6	962.57	1017.1	1155.3	844.18	1051.7	1114.7	777.73	441.06	326.74	1084	659.34	1372.4	1098.4	721.46	1600.4	1074.7	686.41	1032.5	1380.3	630.14	1209.2	1222	811.42	1701.5	1360.9	948.57	1286.1	1394.7	804.97	1234.7	1266	715.35	935.16	675.72	481.29	325.38	1035.3	554.27	558.94	797.25	403.97	191.55	885.68	472.63	436.31	1198.8	685.14	1495	1148.9	607.31	665.53	842.31	444.11	113.21	1269.5	634.39	1434.8	1369.8	840.79	1320.5	1371	883.22	1195.7	1266.1	919.2	1246.1	1026.9	720.87	1286.6
205	1.7000	1072.4	763.05	1472.1	1228	900.87	1421.7	1285.1	1024.4	150.9	1055.8	867.43	1610	1018	862.85	1029.1	796.15	1028.9	1319.2	1155.6	926.76	1690.1	971.99	1077.1	1061.4	830.86	1029.1	1197.1	1182.6	980.9	951.54	1284.9	952.47	69.507	1182.9	995.59	494.61	1390.8	1114.1	87.499	1196.8	1015.1	362.98	1054	932.87	1510.1	1169.4	1031.6	756.43	1452.4	1112.4	140.29	925.57	976.74	1456.8	988.46	1033.1	1158	870.66	1066.9	1115	791.22	450.82	341.42	1103.8	674.78	1371.4	1117.5	737.08	1601.1	1095.2	704.32	1031.7	1398	641.26	1209.5	1240	827.29	1701.6	1381.1	961.89	1280	1414.2	816.09	1231.5	1288.6	731.48	936.18	689.55	491.72	342.1	1057.2	567.68	562.59	806.67	412.12	205.47	902.66	484.68	447.42	1217.7	700.58	1494.8	1171.1	621.23	666.89	850.46	450.48	126.28	1288	648.48	1434.9	1391.3	854.03	1316.9	1391.4	894.17	1191.6	1286.1	930.24	1243.9	1046.4	736.65	1285.3
206	1.7083	1091.9	778.15	1470.4	1247.7	916.06	1420.7	1313.8	1046.1	150.22	1074.3	882.29	1609.1	1039.2	880.33	1025.6	817.62	1042.7	1316	1173.8	942.12	1689	999.83	1093	1062.5	855.3	1043.9	1194.7	1204.4	997.03	948.65	1317.7	977.51	65.518	1201	1006.5	489.26	1419.3	1140.3	94.034	1218.6	1028.7	358.82	1073.5	947.72	1509.5	1188.8	1045.7	751.25	1479.4	1137.9	149.28	945.77	991.85	1455.5	1014.1	1049.7	1160.1	897.05	1081.8	1113.8	806.33	460.58	355.26	1123.3	690.57	1369.9	1136.1	752.52	1600.9	1116.8	721.38	1030.7	1414.8	651.96	1208.1	1258.5	843.76	1701.2	1402.2	974.71	1271.3	1433.7	825.85	1226.2	1311.1	747.86	936.26	705.08	502.67	357.97	1080.5	580.92	565.14	817.36	421.11	219.21	921.5	497.24	456.93	1236.7	715.61	1493.3	1193.8	635.66	667.66	859.71	458.37	138.59	1306.4	662.56	1433.4	1412.5	867.18	1311.5	1412.8	904.95	1185.8	1305.6	948.14	1243.4	1065.9	753.54	1283.2
207	1.7167	1111.5	793.35	1468	1267.5	931.09	1418.9	1341.1	1065.9	149.96	1093.2	897.22	1607.3	1060.8	896.37	1022.3	839.34	1056.5	1311.5	1192	957.31	1687.3	1027.9	1109.4	1062.4	880.67	1059	1190.6	1226.3	1013.3	946.11	1348.3	999.49	62.293	1219.7	1018.5	484.43	1446	1163.6	99.55	1240	1042.4	354.49	1093	963.17	1508.2	1209.3	1060.3	746.33	1505	1159.9	156.41	965.71	1006.7	1452.9	1040.3	1067	1161.5	923.96	1096.7	1111.4	822.71	471.44	368.07	1142.2	706.78	1367.5	1155.1	767.29	1600.2	1138.8	737.42	1028.9	1430.7	662.05	1205.2	1277.3	860.05	1699.7	1424.5	987.35	1260.3	1453.5	835.27	1219	1333.9	764.07	935.41	721.72	513.96	373.25	1104.6	594.75	566.41	829.58	430.7	231.86	941.86	510.57	465.16	1256.1	730.03	1491.3	1217.3	650.34	667.66	869.98	467.45	149.71	1325	676.65	1430.8	1434.6	880.17	1304.1	1434	914.79	1177.4	1326	964.86	1242.9	1085.3	770.52	1280.6
208	1.7250	1131.1	808.96	1465	1287.7	946.11	1416.6	1366.6	1084	149.03	1111.9	912.16	1605.1	1082.5	911.48	1018.5	860.99	1070.9	1304.5	1210.4	972.76	1684.9	1057.1	1126.4	1061.2	906.73	1074	1185.1	1248	1029.2	942.88	1376.2	1017.9	59.662	1239	1031.7	480.27	1471.1	1183.9	102.78	1261.4	1057.1	350.76	1112.9	978.87	1505.7	1229.8	1074	741.15	1529.2	1178.6	160.99	985.57	1022.1	1448.3	1067	1084.7	1161.5	951.88	1112.3	1107.4	840.45	483.15	379.61	1161.1	722.82	1364.2	1174.5	781.8	1598.7	1160.1	753.46	1026.9	1446	671.64	1200.5	1296	875.67	1697.9	1447.6	999.32	1247	1474.2	844.86	1210.6	1356.4	780.53	933.8	739.37	525.42	387.51	1129.1	609.27	566.66	843.33	440.97	243.4	963.25	523.89	471.78	1276.4	744.72	1488.1	1241.2	665.02	666.38	881.35	477.13	160.15	1343.8	690.15	1427.4	1457.1	892.3	1294.4	1455	923.11	1166.3	1347.6	980.22	1241.8	1104.4	786.56	1277.5
209	1.7333	1150.6	824.75	1461.5	1307.7	961.38	1413.7	1389.7	1100.1	146.65	1130.9	926.84	1601.8	1103.9	926.93	1013.9	882.97	1085.2	1295.8	1229	988.12	1682.1	1087	1143.1	1058.6	933.12	1089.4	1178.2	1269.3	1044.6	938.55	1400	1034.2	56.946	1258.3	1045.9	476.36	1494.6	1200.9	103.2	1282.7	1071.8	347.19	1132.6	995.16	1502.3	1250	1087.8	736.23	1552	1193.8	162.61	1004.9	1038.3	1442	1093.8	1102.8	1160.4	980.9	1128.5	1102.2	859.54	495.2	390.14	1179.7	738.86	1360.4	1193.8	795.89	1595.9	1181.7	769.41	1024.4	1460.7	680.98	1194.9	1314.8	891.2	1695.5	1471.2	1010	1231.5	1494.7	854.2	1200.2	1378.8	796.49	931.68	758.46	537.13	400.58	1154	623.69	565.56	858.78	451.84	254.09	986	536.37	477.64	1296.9	759.23	1483.8	1265.5	679.96	664.35	894.08	487.48	169.91	1362.6	703.22	1422.7	1479.4	903.93	1282.4	1476.4	931	1153.3	1368.7	995.59	1239.1	1123.8	803.11	1273.8
210	1.7417	1169.9	840.53	1457.3	1327.6	976.66	1410.3	1410.7	1114.3	142.66	1150.2	941.35	1598	1125.2	942.12	1009.2	905.29	1099.8	1285.2	1247.5	1003.6	1678.7	1117.7	1160.2	1054.9	960.03	1105.2	1169.7	1290.6	1060.3	933.8	1420.2	1048.8	53.297	1278.4	1060.2	472.37	1515.7	1214.9	100.91	1303.5	1085.3	342.87	1152.3	1011.9	1498	1270.3	1101.8	731.48	1572.6	1206.2	161.08	1024.4	1055.4	1434.5	1121	1121.7	1158.6	1010.7	1145	1095.8	879.91	507.34	400.07	1198.8	755.07	1356.6	1213.3	809.64	1592.4	1203.4	785.54	1021.2	1474.8	690.57	1188.3	1333.4	906.73	1692	1494.9	1019.4	1214.3	1514.8	862.68	1188.2	1400.7	812.1	929.56	778.75	549.6	412.03	1179.2	639.56	562.5	875.24	462.45	264.45	1009.3	549.6	482.39	1317	773.15	1478.9	1289.8	695.32	661.46	908.77	497.84	179.16	1381.3	716.54	1416.9	1502	915.39	1269	1498.5	938.55	1139.2	1389.3	1011.3	1235.3	1143.5	820.42	1269.4
211	1.7500	1189.6	856.06	1452.3	1347.8	992.11	1406.3	1429.3	1126.5	137.66	1169.4	956.04	1593.8	1146.3	957.23	1004.5	928.54	1114.7	1272.8	1266.1	1018.7	1674.5	1149	1177.9	1050.6	987.52	1121.7	1159.9	1311.6	1075.8	929.22	1437.3	1060.8	48.29	1299.7	1074.8	468.47	1534.1	1225.8	95.561	1323.6	1098.9	338.54	1171.9	1028.7	1492.3	1290.8	1116.6	727.83	1590.9	1216.4	155.99	1043.7	1072.8	1425.8	1148.7	1140.8	1155.9	1041.1	1161.7	1088.1	901.3	519.73	408.72	1217.9	771.11	1352.2	1232.9	824.92	1587.7	1225.1	801.49	1017.1	1488.5	700.16	1180.6	1353	922.51	1687.9	1521.7	1029.1	1194.7	1534.9	870.41	1174.8	1422.6	827.8	926.76	800.22	563.01	422.47	1204.8	656.03	558.6	893.15	473.05	274.12	1033.1	563.78	485.95	1336.8	786.56	1472.9	1314.1	711.02	657.13	925.48	507	187.9	1399.7	729.95	1410.1	1525.1	926.84	1254.3	1520.4	944.83	1123.4	1410.3	1026.6	1231	1163.4	836.54	1264.2
212	1.7583	1209.3	871	1446.8	1368	1006.9	1401.3	1445.4	1136.6	131.55	1188.6	970.8	1589.2	1167.3	972.42	999.91	952.81	1129.8	1258.5	1285	1033.5	1669.9	1181.2	1195.9	1045.2	1015.9	1138.3	1148.4	1332.9	1091	925.06	1451.7	1069.9	42.434	1321.6	1090.3	464.74	1549.7	1234.4	87.074	1343.5	1113.7	334.63	1191.2	1045.2	1485.7	1312.1	1133.5	725.45	1607.5	1225.2	146.99	1063.1	1090.4	1415.4	1176.8	1160.1	1152.2	1072.1	1178.7	1079.5	923.45	533.82	415.51	1237	786.9	1346.8	1252.4	840.79	1582	1246.5	816.6	1011.9	1501.8	709.67	1171.9	1372.3	937.62	1683.6	1548.3	1037.8	1174.1	1554.5	877.79	1159.7	1444.1	843.84	922.85	823.22	577.27	431.47	1231.4	671.39	554.27	912.67	483.32	283.29	1057.4	578.97	488.41	1357.1	800.05	1465.9	1338.7	726.72	652.04	943.9	515.4	195.79	1417.9	743.19	1402.9	1548.5	937.79	1238.1	1542.1	950.1	1106.2	1431.2	1041.9	1226.6	1183.9	850.97	1258.8
